From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Line R (pu),Line X (pu),Charging B (pu),RATE1 (I as MVA),RATE2 (I as MVA),RATE3 (I as MVA),Length,R-Zero (pu),X-Zero (pu),B-Zero (pu),Zbase,R (ohm),X (ohm),Charging B (ohm),R-Zero (ohm),X-Zero (ohm),B-Zero (ohm)
65573,E1_C8AHDD   132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65574,E1_C8CZDD   132.00,65602,E1_SALI11   132.00,C8,,0.019953,0.063186,0.03241,146,146,146,1,0.057956,0.175243,0,174.24,3.477,11.010,,10.098,30.534,
65574,E1_C8CZDD   132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65577,E1_CHIC4_MB 400.00,65718,E1_MANN4_MC 400.00,A8,,0.000585,0.009377,0.3554,3065,3065,3065,53.91,0.003468,0.026564,0.213916,1600,0.936,15.003,,5.549,42.502,
65577,E1_CHIC4_MB 400.00,600245,F6_4YA216   400.00,A8,,0.0001,0.00072,0.02729,2779,2779,2779,4.14,0.000266,0.00204,0.016427,1600,0.160,1.152,,0.426,3.264,
65578,E1_CHIC4_R1 400.00,600241,E1_4YA216   400.00,A8,,0.0001,0.00072,0.02729,2779,2779,2779,4.14,0.000266,0.00204,0.016427,1600,0.160,1.152,,0.426,3.264,
65580,E1_LYTC11   132.00,65589,E1_POOL11   132.00,C8,,0.002965,0.009484,0.00215,157,157,157,1,0.008087,0.026467,0,174.24,0.517,1.652,,1.409,4.612,
65580,E1_LYTC11   132.00,65614,E1_TERM_A30 132.00,C8,,0.010856,0.041364,0.13084,176,176,176,1,0.041935,0.098404,0,174.24,1.892,7.207,,7.307,17.146,
65580,E1_LYTC11   132.00,65620,E1_TERM_C85 132.00,C8,,0.010916,0.039318,0.01144,157,157,157,1,0.0333,0.109933,0,174.24,1.902,6.851,,5.802,19.155,
65587,E1_NEWA11   132.00,66075,F6_PAIG1A   132.00,C8,,0.007833,0.020324,0.0042,100,100,100,1,0.020159,0.052733,0.002566,174.24,1.365,3.541,,3.513,9.188,
65587,E1_NEWA11   132.00,66118,F6I_TERM    132.00,C8,,0.030412,0.07755,0.01661,100,100,100,1,0.071551,0.215788,0.009986,174.24,5.299,13.512,,12.467,37.599,
65589,E1_POOL11   132.00,65590,E1_POOL1A   132.00,C8,,0.00229,0.009042,0.01517,152,152,152,1,0.003705,0.018681,0,174.24,0.399,1.575,,0.646,3.255,
65589,E1_POOL11   132.00,65604,E1_SHAF11   132.00,C8,,0.039565,0.089315,0.0217,124,124,124,1,0.081686,0.225962,0,174.24,6.894,15.562,,14.233,39.372,
65589,E1_POOL11   132.00,65615,E1_TERM_C80 132.00,C8,,0.016263,0.046247,0.01037,124,124,124,1,0.039901,0.123759,0,174.24,2.834,8.058,,6.952,21.564,
65589,E1_POOL11   132.00,65621,E1_TERM_C88 132.00,C8,,0.02048,0.057094,0.02437,124,124,124,1,0.052114,0.158996,0,174.24,3.568,9.948,,9.080,27.703,
65589,E1_POOL11   132.00,65636,E1_WARE11   132.00,C8,,0.007708,0.021279,0.01805,124,124,124,1,0.014817,0.049588,0,174.24,1.343,3.708,,2.582,8.640,
65590,E1_POOL1A   132.00,65639,E1_WINH11   132.00,C8,,0.018317,0.041367,0.00902,124,124,124,1,0.037663,0.104756,0,174.24,3.192,7.208,,6.562,18.253,
65592,E1_REHI11   132.00,65595,E1_REHI1B   132.00,C8,,0.003971,0.014937,0.02903,152,152,152,1,0.012126,0.040522,0,174.24,0.692,2.603,,2.113,7.061,
65593,E1_REHI12   132.00,65594,E1_REHI1A   132.00,C8,,0.003962,0.014939,0.02861,176,176,176,1,0.012179,0.040706,0,174.24,0.690,2.603,,2.122,7.093,
65595,E1_REHI1B   132.00,65623,E1_TERM_C8A 132.00,C8,,0.005859,0.020407,0.00734,247,247,247,1,0.013034,0.056218,0,174.24,1.021,3.556,,2.271,9.795,
65602,E1_SALI11   132.00,65604,E1_SHAF11   132.00,C8,,0.030934,0.075526,0.01829,124,124,124,1,0.057222,0.243847,0,174.24,5.390,13.160,,9.970,42.488,
65602,E1_SALI11   132.00,65618,E1_TERM_C82 132.00,C8,,0.01913,0.060537,0.03226,146,146,146,1,0.055799,0.167825,0,174.24,3.333,10.548,,9.722,29.242,
65606,E1_SOWT11   132.00,65608,E1_SOWT1A   132.00,C8,,0.000717,0.001827,0.00039,111,111,111,1,0.001746,0.005137,0.000235,174.24,0.125,0.318,,0.304,0.895,
65607,E1_SOWT12   132.00,65609,E1_SOWT1B   132.00,C8,,0.000665,0.001693,0.00036,111,111,111,1,0.001618,0.00476,0.000217,174.24,0.116,0.295,,0.282,0.829,
65608,E1_SOWT1A   132.00,66331,F6U_TERM    132.00,C8,,0.00511,0.013426,0.0202,111,111,111,1,0.012725,0.035638,0.00164,174.24,0.890,2.339,,2.217,6.210,
65609,E1_SOWT1B   132.00,66042,F6_EXGN11   132.00,C8,,0.006538,0.016611,0.00358,112,112,112,1,0.01608,0.046397,0.002166,174.24,1.139,2.894,,2.802,8.084,
65609,E1_SOWT1B   132.00,66114,F6E_TERM    132.00,C8,,0.003041,0.013107,0.02031,159,159,159,1,0.010656,0.035317,0.001682,174.24,0.530,2.284,,1.857,6.154,
65614,E1_TERM_A30 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65615,E1_TERM_C80 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65616,E1_TERM_C81 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65618,E1_TERM_C82 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65620,E1_TERM_C85 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65621,E1_TERM_C88 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65622,E1_TERM_C89 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65623,E1_TERM_C8A 132.00,65699,E1_MANN1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65624,E1_TERM     132.00,65699,E1_MANN1_M1 132.00,0,,0.0001,0.0001,0.00571,2286284,2286284,2286284,0.17,0.0001,0.0001,0.005715,174.24,0.017,0.017,,0.017,0.017,
65625,E1B_TERM    132.00,65698,E1_CHIC1_M1 132.00,0,,0.0001,0.0001,0.01074,2286284,2286284,2286284,0.33,0.0001,0.0001,0.01074,174.24,0.017,0.017,,0.017,0.017,
65627,E1D_TERM    132.00,65641,E1_WOCO11   132.00,C8,,0.0001,0.000211,0.00838,162,162,162,1,0.000341,0.000119,0,174.24,0.017,0.037,,0.059,0.021,
65627,E1D_TERM    132.00,65696,E1_AXMI1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65633,E1_TIVE1A   132.00,66327,F6Q_TERM    132.00,C8,,0.004259,0.010822,0.00233,112,112,112,1,0.010476,0.030217,0.001414,174.24,0.742,1.886,,1.825,5.265,
65634,E1_TIVE1B   132.00,66320,F6H_TERM    132.00,C8,,0.008013,0.020393,0.00438,112,112,112,1,0.019558,0.057254,0.00263,174.24,1.396,3.553,,3.408,9.976,
65636,E1_WARE11   132.00,65639,E1_WINH11   132.00,C8,,0.012913,0.029163,0.00636,124,124,124,1,0.026551,0.073849,0,174.24,2.250,5.081,,4.626,12.867,
65636,E1_WARE11   132.00,65643,E1_WYTC11   132.00,C8,,0.009172,0.007918,0.12663,58,58,58,1,0.035445,0.010675,0,174.24,1.598,1.380,,6.176,1.860,
65636,E1_WARE11   132.00,65644,E1_WYTC12   132.00,C8,,0.009217,0.007957,0.12726,58,58,58,1,0.035621,0.010728,0,174.24,1.606,1.386,,6.207,1.869,
65646,E1_YEOV11-S 132.00,65713,E1_YEOV1A   132.00,C8,,0.001809,0.01001,0.00238,157,157,157,1,0.005623,0.0272,0,174.24,0.315,1.744,,0.980,4.739,
65653,G5_OLDG11   132.00,65654,G5_OLDG1A   132.00,C8,,0.0001,0.0001,0,999,999,999,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65654,G5_OLDG1A   132.00,66736,G7C_TERM    132.00,C8,,0.004673,0.026989,0.00656,192,192,192,1,0.01419,0.07423,0.003859,174.24,0.814,4.703,,2.472,12.934,
65654,G5_OLDG1A   132.00,66845,G5L_TERM    132.00,C8,,0.000783,0.004374,0.00257,192,192,192,1,0.002428,0.011925,0.000614,174.24,0.136,0.762,,0.423,2.078,
65682,E8_TAUN1_M1 132.00,65705,E8_TERM     132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65682,E8_TAUN1_M1 132.00,65706,E8B_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65682,E8_TAUN1_M1 132.00,65709,E8C_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65682,E8_TAUN1_M1 132.00,65711,E8D_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65696,E1_AXMI1_M1 132.00,601564,E1_33_KV_BU 132.00,0,,0.00093,0.001698,0.01679,240.1,240.1,240.1,2.16,0.00093,0.001698,0.000053,174.24,0.162,0.296,,0.162,0.296,
65697,E7_BRWA1_M1 132.00,65700,E7_TERM201  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65697,E7_BRWA1_M1 132.00,65701,E7_TERM206  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65697,E7_BRWA1_M1 132.00,65712,E7_XZTERM21 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
65698,E1_CHIC1_M1 132.00,65722,E1C_TERM    132.00,0,,0.0001,0.0001,0.01074,2286284,2286284,2286284,0.33,0.0001,0.0001,0.01074,174.24,0.017,0.017,,0.017,0.017,
65700,E7_TERM201  132.00,65709,E8C_TERM    132.00,C8,,0.017535,0.045478,0.01183,85,85,85,1,0.045501,0.117947,0.00573,174.24,3.055,7.924,,7.928,20.551,
65701,E7_TERM206  132.00,65711,E8D_TERM    132.00,C8,,0.017857,0.045469,0.00976,100,100,100,1,0.043473,0.127866,0.005842,174.24,3.111,7.923,,7.575,22.279,
65705,E8_TERM     132.00,66025,F6_BOWX12   132.00,C8,,0.0204,0.051822,0.01589,109,109,109,1,0.050028,0.145619,0.006635,174.24,3.554,9.029,,8.717,25.373,
65706,E8B_TERM    132.00,66024,F6_BOWX11   132.00,C8,,0.020401,0.051824,0.01595,109,109,109,1,0.050039,0.145624,0.006635,174.24,3.555,9.030,,8.719,25.374,
65714,Q8_ZV370    400.00,74547,Q8_ZV401    400.00,A2,,0.000157,0.001946,0.05766,2170,2170,2170,9.86,0.000822,0.005143,0.035765,1600,0.251,3.114,,1.315,8.229,
65718,E1_MANN4_MC 400.00,600251,E1_4YB059   400.00,A8,,0.000217,0.003341,0.13893,2779,2779,2779,20.07,0.001285,0.010592,0.08211,1600,0.347,5.346,,2.056,16.947,
65718,E1_MANN4_MC 400.00,600268,E1B_4YB059  400.00,A8,,0.000217,0.003341,0.13893,2779,2779,2779,20.07,0.001285,0.010592,0.08211,1600,0.347,5.346,,2.056,16.947,
65748,Q8_RORE13   132.00,74273,Q8_STBU1B   132.00,HA,,0.00225,0.00575,0,148,148,148,1,0.005325,0.01555,0,174.24,0.392,1.002,,0.928,2.709,
65748,Q8_RORE13   132.00,74579,Q8_TERM215  132.00,0,,0.027964,0.118643,0.00326,167,167,167,1,0.067778,0.302302,0,174.24,4.872,20.672,,11.810,52.673,
65749,Q8_RORW13   132.00,74236,Q8_DITN1A   132.00,HA,,0.000225,0.000575,0,123,123,123,1,0.000533,0.001555,0,174.24,0.039,0.100,,0.093,0.271,
65749,Q8_RORW13   132.00,74578,Q8_TERM210  132.00,0,,0.027111,0.115615,0.02706,213,213,213,1,0.064973,0.297751,0,174.24,4.724,20.145,,11.321,51.880,
65778,E7_CSE_SAFO 400.00,600532,E7_CSE_LOXT 400.00,A8,,0.0001,0.000652,2.01769,2009,2009,2009,8.94,0.000165,0.000187,2.017687,1600,0.160,1.043,,0.264,0.299,
66001,F6_4VW284   400.00,66003,F6_4VW285   400.00,A8,,0.0001,0.0001,0.00157,1389,1389,1389,0.28,0.0001,0.000144,0.000927,1600,0.160,0.160,,0.160,0.230,
66001,F6_4VW284   400.00,66059,F6_INDQ4_MC 400.00,A8,,0.002117,0.019307,0.55972,1389,1389,1389,96.88,0.007298,0.050192,0.352375,1600,3.387,30.891,,11.677,80.307,
66002,F6B_4VW284  400.00,66059,F6_INDQ4_MC 400.00,A8,,0.002117,0.019307,0.55972,1389,1389,1389,96.88,0.007298,0.050192,0.352375,1600,3.387,30.891,,11.677,80.307,
66002,F6B_4VW284  400.00,66277,F6_TERM414  400.00,A8,,0.0001,0.0001,0.00169,1389,1389,1389,0.3,0.0001,0.000155,0.000998,1600,0.160,0.160,,0.160,0.248,
66003,F6_4VW285   400.00,600012,F6_TERM_ALV 400.00,A8,,0.0001,0.0001,0.00079,1389,1389,1389,0.14,0.0001,0.0001,0.000468,1600,0.160,0.160,,0.160,0.160,
66005,F6_4VW286   400.00,600012,F6_TERM_ALV 400.00,A8,,0.0001,0.0001,0.00212,1389,1389,1389,0.37,0.0001,0.000194,0.00125,1600,0.160,0.160,,0.160,0.310,
66006,F6B_4VW286  400.00,66277,F6_TERM414  400.00,A8,,0.0001,0.0001,0.00209,1389,1389,1389,0.37,0.0001,0.000192,0.001233,1600,0.160,0.160,,0.160,0.307,
66007,F6_4YA112   400.00,66008,F6_4YA113   400.00,A8,,0.0001,0.0001,0.00155,2779,2779,2779,0.24,0.0001,0.000116,0.000863,1600,0.160,0.160,,0.160,0.186,
66007,F6_4YA112   400.00,66039,F6_EXET4_M1 400.00,A8,,0.000404,0.006915,0.21912,2779,2779,2779,36.18,0.002877,0.018564,0.134116,1600,0.646,11.064,,4.603,29.702,
66008,F6_4YA113   400.00,600246,F6_4YA163   400.00,A8,,0.000288,0.00462,0.17509,2779,2779,2779,26.56,0.001709,0.013087,0.105385,1600,0.461,7.392,,2.734,20.939,
66009,F6_4YF075   400.00,66181,F6_YF074    400.00,A8,,0.0001,0.0001,0.00197,2423,2423,2423,0.33,0.0001,0.00017,0.001225,1600,0.160,0.160,,0.160,0.272,
66009,F6_4YF075   400.00,66233,F6_4YF148   400.00,A8,,0.000372,0.004476,0.13998,2423,2423,2423,23.28,0.001967,0.012053,0.086441,1600,0.595,7.162,,3.147,19.285,
66010,F6B_4YF075  400.00,66182,F6B_YF074   400.00,A8,,0.0001,0.0001,0.00197,2423,2423,2423,0.33,0.0001,0.00017,0.001225,1600,0.160,0.160,,0.160,0.272,
66010,F6B_4YF075  400.00,66234,F6B_4YF148  400.00,A8,,0.000372,0.004476,0.13998,2423,2423,2423,23.28,0.001967,0.012053,0.086441,1600,0.595,7.162,,3.147,19.285,
66011,F6_4YF148A  400.00,66012,F6_4YF149   400.00,A8,,0.0001,0.0001,0.00056,2423,2423,2423,0.1,0.0001,0.0001,0.00033,1600,0.160,0.160,,0.160,0.160,
66011,F6_4YF148A  400.00,66016,F6_ABHA4B   400.00,A8,,0.0001,0.0001,0.00096,2423,2423,2423,0.17,0.0001,0.0001,0.000566,1600,0.160,0.160,,0.160,0.160,
66012,F6_4YF149   400.00,66039,F6_EXET4_M1 400.00,A8,,0.000778,0.009831,0.27979,2423,2423,2423,48.78,0.004049,0.025528,0.176404,1600,1.245,15.730,,6.478,40.845,
66014,F6_ABHA1_R1 132.00,66296,F6BB_TERM   132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66014,F6_ABHA1_R1 132.00,66322,F6L_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66014,F6_ABHA1_R1 132.00,66330,F6T_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66014,F6_ABHA1_R1 132.00,66333,F6W_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66015,F6_ABHA4A   400.00,66039,F6_EXET4_M1 400.00,A8,,0.000778,0.009831,0.27979,2078,2078,2078,48.78,0.004049,0.025528,0.176404,1600,1.245,15.730,,6.478,40.845,
66015,F6_ABHA4A   400.00,66234,F6B_4YF148  400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66016,F6_ABHA4B   400.00,66233,F6_4YF148   400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66017,A7_ACTL71   22.000,66018,A7_ACTL72   22.000,1,,0.0001,0.667,0,9998.7,9998.7,9998.7,1,0.0001,0.667,0,4.84,0.000,3.228,,0.000,3.228,
66017,A7_ACTL71   22.000,66018,A7_ACTL72   22.000,R7,,0.0001,0.667,0,9998.7,9998.7,9998.7,1,0.0001,0.667,0,4.84,0.000,3.228,,0.000,3.228,
66019,F6_ALVE1_M1 132.00,66272,F6B_TERM200 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66019,F6_ALVE1_M1 132.00,66274,F6B_TERM205 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66019,F6_ALVE1_M1 132.00,66278,F6_TERM_C87 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66019,F6_ALVE1_M1 132.00,66302,F6_XPTERM11 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66019,F6_ALVE1_M1 132.00,66303,F6B_XPTERM11132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66019,F6_ALVE1_M1 132.00,66328,F6R_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66020,F6_BAST11   132.00,66022,F6_BAST1A   132.00,C8,,0.005114,0.013105,0.00278,111,111,111,1,0.009444,0.034522,0.001693,174.24,0.891,2.283,,1.646,6.015,
66021,F6_BAST12   132.00,66238,F6_EYEL12   132.00,C8,,0.008953,0.022886,0.00488,137,137,137,1,0.016542,0.060507,0.002953,174.24,1.560,3.988,,2.882,10.543,
66021,F6_BAST12   132.00,66239,F6_FUAB11   132.00,C8,,0.003388,0.006776,0.05556,120,120,120,1,0.006028,0.004532,0,174.24,0.590,1.181,,1.050,0.790,
66022,F6_BAST1A   132.00,66047,F6_EYEL11   132.00,C8,,0.003883,0.009893,0.00212,111,111,111,1,0.007178,0.02628,0.001275,174.24,0.677,1.724,,1.251,4.579,
66022,F6_BAST1A   132.00,66328,F6R_TERM    132.00,C8,,0.004833,0.013429,0.00338,121,121,121,1,0.009917,0.055285,0.001507,174.24,0.842,2.340,,1.728,9.633,
66027,F6_CAOR11   132.00,66056,F6_HAYL11   132.00,C8,,0.01083,0.02847,0.02512,9998.7,9998.7,9998.7,1,0.027704,0.073268,0.003489,174.24,1.887,4.961,,4.827,12.766,
66027,F6_CAOR11   132.00,600006,F6_CAOR1B   132.00,C8,,0.027584,0.07154,0.0148,112,112,112,1,0.070895,0.186001,0.009036,174.24,4.806,12.465,,12.353,32.409,
66029,F6_ERNE11   132.00,66069,F6_MILE1A   132.00,C8,,0.001846,0.003602,0.1303,149,149,149,1,0.006738,0.005409,0,174.24,0.322,0.628,,1.174,0.942,
66029,F6_ERNE11   132.00,66273,F6_TERM205  132.00,C8,,0.002604,0.010262,0.00367,220,220,220,1,0.00806,0.032302,0.002102,174.24,0.454,1.788,,1.404,5.628,
66030,F6_ERNE12   132.00,66031,F6_ERNE1A   132.00,C8,,0.000272,0.001005,0.00041,220,220,220,1,0.001044,0.003468,0.000222,174.24,0.047,0.175,,0.182,0.604,
66031,F6_ERNE1A   132.00,66079,F6_PLYM11   132.00,C8,,0.006414,0.023088,0.005,201,201,201,1,0.020736,0.060744,0.003026,174.24,1.118,4.023,,3.613,10.584,
66031,F6_ERNE1A   132.00,66275,F6_TERM210  132.00,C8,,0.002335,0.009261,0.00326,220,220,220,1,0.008502,0.029841,0.001878,174.24,0.407,1.614,,1.481,5.199,
66033,F6_EXEC11   132.00,66324,F6N_TERM    132.00,C8,,0.013581,0.034852,0.00997,9998.7,9998.7,9998.7,1,0.033098,0.097092,0.00447,174.24,2.366,6.073,,5.767,16.917,
66034,F6_EXEC12   132.00,66042,F6_EXGN11   132.00,C8,,0.000694,0.001794,0.00037,112,112,112,1,0.001576,0.00427,0.000233,174.24,0.121,0.313,,0.275,0.744,
66037,F6_EXET31   33.000,66038,F6_EXET32   33.000,J8,,0.0001,0.0001,0,274,274,274,1,0.0001,0.0001,0,10.89,0.001,0.001,,0.001,0.001,
66039,F6_EXET4_M1 400.00,66183,F6_ZZ192    400.00,A8,,0.0001,0.0001,0.00136,2009,2009,2009,0.23,0.0001,0.000123,0.000767,1600,0.160,0.160,,0.160,0.197,
66039,F6_EXET4_M1 400.00,66184,F6B_ZZ192   400.00,A8,,0.0001,0.0001,0.00159,2009,2009,2009,0.28,0.0001,0.000144,0.000897,1600,0.160,0.160,,0.160,0.230,
66044,F6_EXMO11   132.00,66223,F6F_TERM    132.00,C8,,0.017013,0.0428,0.03079,111,111,111,1,0.039527,0.11661,0.005394,174.24,2.964,7.457,,6.887,20.318,
66045,F6_EXMO12   132.00,66295,F6BA_TERM   132.00,C8,,0.016992,0.042739,0.02894,111,111,111,1,0.039246,0.116554,0.005394,174.24,2.961,7.447,,6.838,20.308,
66047,F6_EYEL11   132.00,66302,F6_XPTERM11 132.00,C8,,0.004086,0.017423,0.00399,181,181,181,1,0.014175,0.049785,0.00236,174.24,0.712,3.036,,2.470,8.675,
66049,F6_FRAD11   132.00,66084,F6_RAME1A   132.00,C8,,0.012332,0.064297,0.01929,217,217,217,1,0.037236,0.186888,0.011105,174.24,2.149,11.203,,6.488,32.563,
66049,F6_FRAD11   132.00,66332,F6V_TERM    132.00,C8,,0.001186,0.008694,0.00395,266,266,266,1,0.003779,0.021343,0.001119,174.24,0.207,1.515,,0.658,3.719,
66049,F6_FRAD11   132.00,600008,F6_FRAD1D   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66050,F6_FRAD12   132.00,66132,F6_TRUR11   132.00,C8,,0.005842,0.030931,0.00916,217,217,217,1,0.017744,0.089518,0.005285,174.24,1.018,5.389,,3.092,15.598,
66050,F6_FRAD12   132.00,66329,F6S_TERM    132.00,C8,,0.001215,0.008764,0.00179,236,236,236,1,0.003842,0.021866,0.00116,174.24,0.212,1.527,,0.669,3.810,
66050,F6_FRAD12   132.00,600007,F6_FRAD1C   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66051,F6_FRAD1A   132.00,600006,F6_CAOR1B   132.00,C8,,0.0001,0.0001,0.00115,292,292,292,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66052,F6_FRAD1B   132.00,600009,F6_RAME1B   132.00,C8,,0.0001,0.0001,0.00075,292,292,292,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66053,F6_FRAD31   33.000,66054,F6_FRAD32   33.000,R8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,10.89,0.001,0.001,,0.001,0.001,
66056,F6_HAYL11   132.00,66084,F6_RAME1A   132.00,C8,,0.016736,0.044589,0.02812,110,110,110,1,0.033339,0.151439,0.005557,174.24,2.916,7.769,,5.809,26.387,
66059,F6_INDQ4_MC 400.00,66106,F6_TERM406  400.00,0,,0.0001,0.0001,0,69282,69282,69282,0.4,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66059,F6_INDQ4_MC 400.00,66107,F6_TERM412  400.00,0,,0.0001,0.0001,0,69282,69282,69282,0.4,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66059,F6_INDQ4_MC 400.00,66158,F6_YE126    400.00,A8,,0.000116,0.001074,0.03084,1389,1389,1389,5.37,0.000484,0.002834,0.019517,1600,0.186,1.718,,0.774,4.534,
66059,F6_INDQ4_MC 400.00,66159,F6B_YE126   400.00,A8,,0.000116,0.001074,0.03084,2199,2199,2199,5.37,0.000484,0.002834,0.019517,1600,0.186,1.718,,0.774,4.534,
66061,F6_LAGA4_M1 400.00,66243,F6_T1_9024  400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66061,F6_LAGA4_M1 400.00,66244,F6B_T1_9024 400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66061,F6_LAGA4_M1 400.00,66245,F6_T2_9024  400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66061,F6_LAGA4_M1 400.00,66246,F6B_T2_9024 400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66065,F6_LAND1A   132.00,66264,F6_LAND1_M1 132.00,C8,,0.0001,0.0001,0.00211,104,104,104,1,0.000223,0.0001,0,174.24,0.017,0.017,,0.039,0.017,
66066,F6_LAND31   33.000,66098,F6_SGER31   33.000,J8,,0.103333,0.196859,0,999,999,999,1,0.187343,0.922599,0,10.89,1.125,2.144,,2.040,10.047,
