From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Line R (pu),Line X (pu),Charging B (pu),RATE1 (I as MVA),RATE2 (I as MVA),RATE3 (I as MVA),Length,R-Zero (pu),X-Zero (pu),B-Zero (pu),Zbase,R (ohm),X (ohm),Charging B (ohm),R-Zero (ohm),X-Zero (ohm),B-Zero (ohm)
66067,F6_LAND4_MC 400.00,66135,F6B_YE002   400.00,A8,,0.0001,0.0001,0.00138,2199,2199,2199,0.24,0.0001,0.000127,0.000873,1600,0.160,0.160,,0.160,0.203,
66067,F6_LAND4_MC 400.00,66253,F6_YF002    400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66067,F6_LAND4_MC 400.00,601081,F6_LAND9_M1 400.00,0,,0.0001,0.0001,0.1372,2771.3,2771.3,2771.3,1,0.0001,0.0001,0.137203,1600,0.160,0.160,,0.160,0.160,
66068,F6_MILE11   132.00,66069,F6_MILE1A   132.00,C8,,0.0001,0.0001,0.00062,156,156,156,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66068,F6_MILE11   132.00,66079,F6_PLYM11   132.00,1,,0.001357,0.002792,0.08969,140,140,140,1,0.016463,0.0079,0,174.24,0.236,0.486,,2.869,1.376,
66068,F6_MILE11   132.00,66079,F6_PLYM11   132.00,C8,,0.001375,0.00283,0.09093,140,140,140,1,0.016692,0.008011,0,174.24,0.240,0.493,,2.908,1.396,
66071,F6_NTAW11   132.00,66278,F6_TERM_C87 132.00,C8,,0.027648,0.07692,0.01811,121,121,121,1,0.056816,0.307526,0.00965,174.24,4.817,13.403,,9.900,53.583,
66072,F6_NTAW31   33.000,66082,F6_PYWO31   33.000,J8,,0.378203,0.688432,0,999,999,999,1,0.766694,3.181148,0,10.89,4.119,7.497,,8.349,34.643,
66073,F6_PAIG11   132.00,66075,F6_PAIG1A   132.00,C8,,0.008324,0.021194,0.00455,112,112,112,1,0.020264,0.059602,0.002723,174.24,1.450,3.693,,3.531,10.385,
66074,F6_PAIG12   132.00,66330,F6T_TERM    132.00,C8,,0.011029,0.031218,0.0086,112,112,112,1,0.027535,0.092093,0.004948,174.24,1.922,5.439,,4.798,16.046,
66075,F6_PAIG1A   132.00,66326,F6P_TERM    132.00,C8,,0.002706,0.010024,0.00405,200,200,200,1,0.007271,0.032491,0.002225,174.24,0.471,1.747,,1.267,5.661,
66077,F6_PLPT11   132.00,66079,F6_PLYM11   132.00,C8,,0.006759,0.017211,0.0037,110,110,110,1,0.016455,0.0484,0.002211,174.24,1.178,2.999,,2.867,8.433,
66077,F6_PLPT11   132.00,66130,F6_TOTN1B   132.00,C8,,0.021495,0.054731,0.01175,110,110,110,1,0.052329,0.153914,0.007032,174.24,3.745,9.536,,9.118,26.818,
66079,F6_PLYM11   132.00,66129,F6_TOTN1A   132.00,C8,,0.028167,0.07172,0.0154,110,110,110,1,0.068572,0.20169,0.009214,174.24,4.908,12.496,,11.948,35.142,
66081,F6_PYWO11   132.00,66258,F6_ALVE1A   132.00,C8,,0.015034,0.03828,0.00822,137,137,137,1,0.0366,0.107651,0.004918,174.24,2.620,6.670,,6.377,18.757,
66081,F6_PYWO11   132.00,66267,F6_PYWO1A   132.00,C8,,0.01807,0.046011,0.00988,137,137,137,1,0.043992,0.129392,0.005911,174.24,3.149,8.017,,7.665,22.545,
66083,F6_RAME11   132.00,66084,F6_RAME1A   132.00,C8,,0.000407,0.001077,0.00022,110,110,110,1,0.000784,0.003794,0.000137,174.24,0.071,0.188,,0.137,0.661,
66083,F6_RAME11   132.00,66132,F6_TRUR11   132.00,C8,,0.007134,0.035205,0.01059,121,121,121,1,0.020848,0.10458,0.006069,174.24,1.243,6.134,,3.633,18.222,
66083,F6_RAME11   132.00,600009,F6_RAME1B   132.00,C8,,0.017046,0.074448,0.01588,159,159,159,1,0.060023,0.147947,0.011456,174.24,2.970,12.972,,10.458,25.778,
66092,F6_SAUS11   132.00,66334,F6X_TERM    132.00,C8,,0.01006,0.025906,0.00545,111,111,111,1,0.018562,0.067765,0.003355,174.24,1.753,4.514,,3.234,11.807,
66093,F6_SAUS12   132.00,66094,F6_SAUS1A   132.00,C8,,0.008075,0.020793,0.00437,111,111,111,1,0.014899,0.054391,0.002693,174.24,1.407,3.623,,2.596,9.477,
66094,F6_SAUS1A   132.00,66096,F6_SGER11   132.00,C8,,0.034429,0.089335,0.01846,100,100,100,1,0.088608,0.231786,0.011279,174.24,5.999,15.566,,15.439,40.386,
66094,F6_SAUS1A   132.00,66336,F6Z_TERM    132.00,C8,,0.001958,0.005043,0.00106,100,100,100,1,0.003613,0.01319,0.000653,174.24,0.341,0.879,,0.630,2.298,
66097,F6_SGER12   132.00,66271,F6_TERM200  132.00,C8,,0.009632,0.024991,0.00516,100,100,100,1,0.024788,0.064842,0.003155,174.24,1.678,4.354,,4.319,11.298,
66099,F6_STUD11   132.00,66113,F6D_TERM    132.00,C8,,0.01226,0.052289,0.01198,110,110,110,1,0.042483,0.149486,0.007071,174.24,2.136,9.111,,7.402,26.046,
66099,F6_STUD11   132.00,66270,F6_STUD1B   132.00,C8,,0.024166,0.061534,0.01322,137,137,137,1,0.058833,0.173045,0.007906,174.24,4.211,10.722,,10.251,30.151,
66110,F6_TERM     132.00,66264,F6_LAND1_M1 132.00,0,,0.0001,0.0001,0.00696,2286284,2286284,2286284,0.21,0.0001,0.0001,0.006963,174.24,0.017,0.017,,0.017,0.017,
66111,F6B_TERM    132.00,66262,F6_INDQ1_M1 132.00,0,,0.0001,0.0001,0.00578,2286284,2286284,2286284,0.18,0.0001,0.0001,0.00578,174.24,0.017,0.017,,0.017,0.017,
66113,F6D_TERM    132.00,66262,F6_INDQ1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66114,F6E_TERM    132.00,66260,F6_EXET1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66118,F6I_TERM    132.00,66260,F6_EXET1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66120,F6K_TERM    132.00,66260,F6_EXET1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66120,F6K_TERM    132.00,66296,F6BB_TERM   132.00,C8,,0.040437,0.102719,0.05355,100,100,100,1,0.103195,0.288893,0.013086,174.24,7.046,17.898,,17.981,50.337,
66124,F6_TORQ11   132.00,66333,F6W_TERM    132.00,C8,,0.007368,0.025343,0.00939,111,111,111,1,0.025901,0.084489,0.005209,174.24,1.284,4.416,,4.513,14.721,
66125,F6_TORQ12   132.00,66335,F6Y_TERM    132.00,C8,,0.007368,0.025343,0.00939,111,111,111,1,0.025901,0.084489,0.005209,174.24,1.284,4.416,,4.513,14.721,
66127,F6_TOTN11   132.00,66129,F6_TOTN1A   132.00,C8,,0.000927,0.003436,0.00139,222,222,222,1,0.002492,0.011137,0.000763,174.24,0.162,0.599,,0.434,1.941,
66128,F6_TOTN12   132.00,66130,F6_TOTN1B   132.00,C8,,0.000927,0.003436,0.00139,222,222,222,1,0.002492,0.011137,0.000763,174.24,0.162,0.599,,0.434,1.941,
66129,F6_TOTN1A   132.00,66325,F6O_TERM    132.00,C8,,0.000648,0.001329,0.04408,136,136,136,1,0.008107,0.003931,0,174.24,0.113,0.232,,1.413,0.685,
66130,F6_TOTN1B   132.00,66322,F6L_TERM    132.00,C8,,0.000633,0.001298,0.04309,136,136,136,1,0.007923,0.003842,0,174.24,0.110,0.226,,1.381,0.669,
66134,F6_YE002    400.00,66136,F6_YE070    400.00,A8,,0.000527,0.004889,0.14032,1389,1389,1389,24.42,0.002203,0.012894,0.088802,1600,0.843,7.822,,3.525,20.630,
66134,F6_YE002    400.00,601052,F6B_LAND4_MC400.00,A8,,0.0001,0.0001,0.00138,1389,1389,1389,0.24,0.0001,0.000127,0.000873,1600,0.160,0.160,,0.160,0.203,
66135,F6B_YE002   400.00,66137,F6B_YE070   400.00,A8,,0.000527,0.004889,0.14032,2199,2199,2199,24.42,0.002203,0.012894,0.088802,1600,0.843,7.822,,3.525,20.630,
66136,F6_YE070    400.00,66160,F6_YE70A    400.00,A8,,0.0001,0.0001,0.00155,1389,1389,1389,0.27,0.0001,0.000143,0.000982,1600,0.160,0.160,,0.160,0.229,
66137,F6B_YE070   400.00,66161,F6B_YE70A   400.00,A8,,0.0001,0.0001,0.00155,2199,2199,2199,0.27,0.0001,0.000143,0.000982,1600,0.160,0.160,,0.160,0.229,
66138,F6_YE071    400.00,66140,F6_YE084    400.00,A8,,0.0001,0.000899,0.02581,1389,1389,1389,4.49,0.000405,0.002371,0.016332,1600,0.160,1.438,,0.648,3.794,
66138,F6_YE071    400.00,66160,F6_YE70A    400.00,A8,,0.0001,0.0001,0.00184,1389,1389,1389,0.32,0.0001,0.000169,0.001163,1600,0.160,0.160,,0.160,0.270,
66139,F6B_YE071   400.00,66141,F6B_YE084   400.00,A8,,0.0001,0.000899,0.02581,2199,2199,2199,4.49,0.000405,0.002371,0.016332,1600,0.160,1.438,,0.648,3.794,
66139,F6B_YE071   400.00,66161,F6B_YE70A   400.00,A8,,0.0001,0.0001,0.00184,2199,2199,2199,0.32,0.0001,0.000169,0.001163,1600,0.160,0.160,,0.160,0.270,
66140,F6_YE084    400.00,66162,F6_YE84A    400.00,A8,,0.0001,0.0001,0.00152,1389,1389,1389,0.26,0.0001,0.000139,0.00096,1600,0.160,0.160,,0.160,0.222,
66141,F6B_YE084   400.00,66163,F6B_YE84A   400.00,A8,,0.0001,0.0001,0.00152,2199,2199,2199,0.26,0.0001,0.000139,0.00096,1600,0.160,0.160,,0.160,0.222,
66142,F6_YE085    400.00,66146,F6_YE096    400.00,A8,,0.0001,0.000748,0.02146,1389,1389,1389,3.74,0.000337,0.001972,0.013584,1600,0.160,1.197,,0.539,3.155,
66142,F6_YE085    400.00,66162,F6_YE84A    400.00,A8,,0.0001,0.0001,0.00159,1389,1389,1389,0.28,0.0001,0.000146,0.001007,1600,0.160,0.160,,0.160,0.234,
66143,F6B_YE085   400.00,66147,F6B_YE096   400.00,A8,,0.0001,0.000748,0.02146,2199,2199,2199,3.74,0.000337,0.001972,0.013584,1600,0.160,1.197,,0.539,3.155,
66143,F6B_YE085   400.00,66163,F6B_YE84A   400.00,A8,,0.0001,0.0001,0.00159,2199,2199,2199,0.28,0.0001,0.000146,0.001007,1600,0.160,0.160,,0.160,0.234,
66144,F6_YE096A   400.00,66146,F6_YE096    400.00,A8,,0.0001,0.0001,0.00153,1389,1389,1389,0.27,0.0001,0.00014,0.000967,1600,0.160,0.160,,0.160,0.224,
66144,F6_YE096A   400.00,66148,F6_YE097    400.00,A8,,0.0001,0.0001,0.00151,1389,1389,1389,0.26,0.0001,0.000139,0.000956,1600,0.160,0.160,,0.160,0.222,
66145,F6B_YE096A  400.00,66147,F6B_YE096   400.00,A8,,0.0001,0.0001,0.00153,2199,2199,2199,0.27,0.0001,0.00014,0.000967,1600,0.160,0.160,,0.160,0.224,
66145,F6B_YE096A  400.00,66149,F6B_YE097   400.00,A8,,0.0001,0.0001,0.00151,2199,2199,2199,0.26,0.0001,0.000139,0.000956,1600,0.160,0.160,,0.160,0.222,
66148,F6_YE097    400.00,66152,F6_YE112    400.00,A8,,0.000106,0.000981,0.02816,1389,1389,1389,4.9,0.000442,0.002587,0.017819,1600,0.170,1.570,,0.707,4.139,
66149,F6B_YE097   400.00,66153,F6B_YE112   400.00,A8,,0.000106,0.000981,0.02816,2199,2199,2199,4.9,0.000442,0.002587,0.017819,1600,0.170,1.570,,0.707,4.139,
66150,F6_YE112A   400.00,66152,F6_YE112    400.00,A8,,0.0001,0.0001,0.00219,1389,1389,1389,0.38,0.0001,0.000202,0.001389,1600,0.160,0.160,,0.160,0.323,
66150,F6_YE112A   400.00,66154,F6_YE113    400.00,A8,,0.0001,0.0001,0.00179,1389,1389,1389,0.31,0.0001,0.000165,0.001134,1600,0.160,0.160,,0.160,0.264,
66151,F6B_YE112A  400.00,66153,F6B_YE112   400.00,A8,,0.0001,0.0001,0.00219,2199,2199,2199,0.38,0.0001,0.000202,0.001389,1600,0.160,0.160,,0.160,0.323,
66151,F6B_YE112A  400.00,66155,F6B_YE113   400.00,A8,,0.0001,0.0001,0.00179,2199,2199,2199,0.31,0.0001,0.000165,0.001134,1600,0.160,0.160,,0.160,0.264,
66154,F6_YE113    400.00,66156,F6_YE124    400.00,A8,,0.0001,0.00073,0.02095,1389,1389,1389,3.65,0.000329,0.001925,0.01326,1600,0.160,1.168,,0.526,3.080,
66155,F6B_YE113   400.00,66157,F6B_YE124   400.00,A8,,0.0001,0.00073,0.02095,2199,2199,2199,3.65,0.000329,0.001925,0.01326,1600,0.160,1.168,,0.526,3.080,
66156,F6_YE124    400.00,66158,F6_YE126    400.00,A8,,0.0001,0.0001,0.00232,1389,1389,1389,0.4,0.0001,0.000213,0.001465,1600,0.160,0.160,,0.160,0.341,
66157,F6B_YE124   400.00,66159,F6B_YE126   400.00,A8,,0.0001,0.0001,0.00232,2199,2199,2199,0.4,0.0001,0.000213,0.001465,1600,0.160,0.160,,0.160,0.341,
66164,F6_YF001    400.00,66166,F6_YF003    400.00,A8,,0.0001,0.0001,0.00128,2423,2423,2423,0.22,0.0001,0.000116,0.000744,1600,0.160,0.160,,0.160,0.186,
66164,F6_YF001    400.00,601052,F6B_LAND4_MC400.00,A8,,0.0001,0.0001,0,2423,2423,2423,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
66165,F6_YF003B   400.00,66168,F6B_YF004   400.00,A8,,0.0001,0.0001,0.00179,2423,2423,2423,0.3,0.0001,0.000156,0.001014,1600,0.160,0.160,,0.160,0.250,
66165,F6_YF003B   400.00,66253,F6_YF002    400.00,A8,,0.0001,0.0001,0.00101,2423,2423,2423,0.17,0.0001,0.0001,0.00056,1600,0.160,0.160,,0.160,0.160,
66166,F6_YF003    400.00,66167,F6_YF004    400.00,A8,,0.0001,0.0001,0.00227,2423,2423,2423,0.38,0.0001,0.000196,0.00126,1600,0.160,0.160,,0.160,0.314,
66167,F6_YF004    400.00,66169,F6_YF057    400.00,A8,,0.000272,0.003273,0.10235,2423,2423,2423,17.02,0.001438,0.008813,0.063202,1600,0.435,5.237,,2.301,14.101,
66168,F6B_YF004   400.00,66170,F6B_YF057   400.00,A8,,0.000272,0.003273,0.10235,2423,2423,2423,17.02,0.001438,0.008813,0.063202,1600,0.435,5.237,,2.301,14.101,
66169,F6_YF057    400.00,66171,F6_YF059    400.00,A8,,0.0001,0.0001,0.00222,2423,2423,2423,0.37,0.0001,0.000192,0.001368,1600,0.160,0.160,,0.160,0.307,
66170,F6B_YF057   400.00,66172,F6B_YF059   400.00,A8,,0.0001,0.0001,0.00222,2423,2423,2423,0.37,0.0001,0.000192,0.001368,1600,0.160,0.160,,0.160,0.307,
66171,F6_YF059    400.00,66173,F6_YF067    400.00,A8,,0.0001,0.000535,0.01674,2423,2423,2423,2.78,0.000235,0.001442,0.010338,1600,0.160,0.856,,0.376,2.307,
66172,F6B_YF059   400.00,66174,F6B_YF067   400.00,A8,,0.0001,0.000535,0.01674,2423,2423,2423,2.78,0.000235,0.001442,0.010338,1600,0.160,0.856,,0.376,2.307,
66173,F6_YF067    400.00,66177,F6_YF068B   400.00,A8,,0.0001,0.0001,0.00171,2423,2423,2423,0.28,0.0001,0.000147,0.001055,1600,0.160,0.160,,0.160,0.235,
66174,F6B_YF067   400.00,66178,F6B_YF068B  400.00,A8,,0.0001,0.0001,0.00171,2423,2423,2423,0.28,0.0001,0.000147,0.001055,1600,0.160,0.160,,0.160,0.235,
66175,F6_YF068A   400.00,66179,F6_YF070    400.00,A8,,0.0001,0.000108,0.00337,2423,2423,2423,0.56,0.0001,0.00029,0.00208,1600,0.160,0.173,,0.160,0.464,
66175,F6_YF068A   400.00,66243,F6_T1_9024  400.00,A8,,0.0001,0.000166,0.00491,2423,2423,2423,0.84,0.0001,0.000438,0.003048,1600,0.160,0.266,,0.160,0.701,
66176,F6B_YF068A  400.00,66180,F6B_YF070   400.00,A8,,0.0001,0.000108,0.00337,2423,2423,2423,0.56,0.0001,0.00029,0.00208,1600,0.160,0.173,,0.160,0.464,
66176,F6B_YF068A  400.00,66244,F6B_T1_9024 400.00,A8,,0.0001,0.000166,0.00491,2423,2423,2423,0.84,0.0001,0.000438,0.003048,1600,0.160,0.266,,0.160,0.701,
66177,F6_YF068B   400.00,66245,F6_T2_9024  400.00,A8,,0.0001,0.0001,0.0018,2423,2423,2423,0.3,0.0001,0.000155,0.001114,1600,0.160,0.160,,0.160,0.248,
66178,F6B_YF068B  400.00,66246,F6B_T2_9024 400.00,A8,,0.0001,0.0001,0.0018,2423,2423,2423,0.3,0.0001,0.000155,0.001114,1600,0.160,0.160,,0.160,0.248,
66179,F6_YF070    400.00,66181,F6_YF074    400.00,A8,,0.0001,0.000214,0.0067,2423,2423,2423,1.12,0.0001,0.000577,0.00414,1600,0.160,0.342,,0.160,0.923,
66180,F6B_YF070   400.00,66182,F6B_YF074   400.00,A8,,0.0001,0.000214,0.0067,2423,2423,2423,1.12,0.0001,0.000577,0.00414,1600,0.160,0.342,,0.160,0.923,
66223,F6F_TERM    132.00,66260,F6_EXET1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66224,F6G_TERM    132.00,66257,F6_ABHA1_M1 132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66224,F6G_TERM    132.00,66323,F6M_TERM    132.00,C8,,0.042464,0.108928,0.05505,100,100,100,1,0.110429,0.296674,0.013769,174.24,7.399,18.980,,19.241,51.692,
66238,F6_EYEL12   132.00,66303,F6B_XPTERM11132.00,C8,,0.004089,0.017434,0.004,181,181,181,1,0.014184,0.049817,0.002362,174.24,0.712,3.038,,2.471,8.680,
66257,F6_ABHA1_M1 132.00,66315,F6C_TERM    132.00,0,,0.0001,0.0001,0.00344,2286284,2286284,2286284,0.12,0.0001,0.0001,0.003442,174.24,0.017,0.017,,0.017,0.017,
66257,F6_ABHA1_M1 132.00,66325,F6O_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66257,F6_ABHA1_M1 132.00,66326,F6P_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66257,F6_ABHA1_M1 132.00,66335,F6Y_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66258,F6_ALVE1A   132.00,66261,F6_GALS11   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66258,F6_ALVE1A   132.00,66274,F6B_TERM205 132.00,C8,,0.013289,0.034432,0.03089,137,137,137,1,0.032588,0.094234,0.004281,174.24,2.315,5.999,,5.678,16.419,
66259,F6_CAWO11   132.00,66270,F6_STUD1B   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66295,F6BA_TERM   132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66299,F6BE_TERM   132.00,0,,0.0001,0.0001,0.00673,2286284,2286284,2286284,0.2,0.0001,0.0001,0.006733,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66320,F6H_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66323,F6M_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66324,F6N_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66327,F6Q_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66260,F6_EXET1_M1 132.00,66331,F6U_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66276,F6_TERM215  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66297,F6BC_TERM   132.00,CB,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66298,F6BD_TERM   132.00,CB,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66321,F6J_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66329,F6S_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66332,F6V_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66334,F6X_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66262,F6_INDQ1_M1 132.00,66336,F6Z_TERM    132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66264,F6_LAND1_M1 132.00,66271,F6_TERM200  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66264,F6_LAND1_M1 132.00,66273,F6_TERM205  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66264,F6_LAND1_M1 132.00,66275,F6_TERM210  132.00,C8,,0.0001,0.0001,0,22863.1,22863.1,22863.1,0,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66265,F6_NMOO11   132.00,66269,F6_STUD1A   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66266,F6_OTTE11   132.00,66267,F6_PYWO1A   132.00,C8,,0.0001,0.0001,0,2286,2286,2286,1,0.0001,0.0001,0,174.24,0.017,0.017,,0.017,0.017,
66267,F6_PYWO1A   132.00,66321,F6J_TERM    132.00,C8,,0.029076,0.095047,0.02116,137,137,137,1,0.083383,0.269722,0.012564,174.24,5.066,16.561,,14.529,46.996,
66268,F6_SAID11   132.00,66276,F6_TERM215  132.00,C8,,0.001127,0.002255,0.01849,155,155,155,1,0.002006,0.001508,0,174.24,0.196,0.393,,0.350,0.263,
66269,F6_STUD1A   132.00,66270,F6_STUD1B   132.00,C8,,0.005623,0.014317,0.00307,137,137,137,1,0.013689,0.040263,0.001839,174.24,0.980,2.495,,2.385,7.015,
66269,F6_STUD1A   132.00,66272,F6B_TERM200 132.00,C8,,0.033703,0.086408,0.04187,137,137,137,1,0.082286,0.240421,0.01096,174.24,5.872,15.056,,14.338,41.891,
66297,F6BC_TERM   132.00,600006,F6_CAOR1B   132.00,C8,,0.00363,0.009279,0.00198,137,137,137,1,0.008124,0.02548,0.001195,174.24,0.632,1.617,,1.416,4.440,
66298,F6BD_TERM   132.00,600009,F6_RAME1B   132.00,C8,,0.002126,0.009116,0.00354,181,181,181,1,0.006652,0.025289,0.001227,174.24,0.370,1.588,,1.159,4.406,
66500,G1_4TE208   400.00,66530,G1_ZFB60B   400.00,A8,,0.0001,0.0001,0.00052,1180,1180,1180,0.08,0.0001,0.0001,0.000289,1600,0.160,0.160,,0.160,0.160,
66501,G1_4YU079_C 400.00,66507,G1_CSE_4YU0 400.00,1,,0.0001,0.000373,0.30511,2779,2779,2779,2.62,0.000104,0.000354,0.305111,1600,0.160,0.597,,0.166,0.566,
66501,G1_4YU079_C 400.00,66507,G1_CSE_4YU0 400.00,A8,,0.0001,0.000376,0.31165,2779,2779,2779,2.65,0.000104,0.000361,0.311646,1600,0.160,0.602,,0.166,0.578,
66501,G1_4YU079_C 400.00,67442,H6_4YU225   400.00,A8,,0.000505,0.008089,0.3066,2779,2779,2779,46.51,0.002992,0.022916,0.184542,1600,0.808,12.942,,4.787,36.666,
66502,G1B_4YU079_C400.00,66503,G1_4YU225   400.00,A8,,0.000505,0.008089,0.3066,2779,2779,2779,46.51,0.002992,0.022916,0.184542,1600,0.808,12.942,,4.787,36.666,
66502,G1B_4YU079_C400.00,66508,G1B_CSE_4YU0400.00,1,,0.0001,0.000386,0.31868,2779,2779,2779,2.72,0.000106,0.000323,0.318683,1600,0.160,0.618,,0.170,0.517,
66502,G1B_4YU079_C400.00,66508,G1B_CSE_4YU0400.00,A8,,0.0001,0.000391,0.32019,2779,2779,2779,2.75,0.000108,0.000336,0.320192,1600,0.160,0.626,,0.173,0.538,
66503,G1_4YU225   400.00,66504,G1_4YU281   400.00,A8,,0.000153,0.00245,0.09284,2779,2779,2779,14.08,0.000906,0.006939,0.055882,1600,0.245,3.920,,1.450,11.102,
66504,G1_4YU281   400.00,67679,H6B_4YU320  400.00,A8,,0.000134,0.002148,0.08142,2779,2779,2779,12.35,0.000795,0.006086,0.049006,1600,0.214,3.437,,1.272,9.738,
66507,G1_CSE_4YU0 400.00,66526,G1_WALH4_MC 400.00,A8,,0.000284,0.004551,0.1725,2779,2779,2779,26.17,0.001683,0.012893,0.103825,1600,0.454,7.282,,2.693,20.629,
66508,G1B_CSE_4YU0400.00,66526,G1_WALH4_MC 400.00,A8,,0.000284,0.004551,0.1725,2779,2779,2779,26.17,0.001683,0.012893,0.103825,1600,0.454,7.282,,2.693,20.629,
66509,L2_HERE11   132.00,66824,G1_TERM_HER 132.00,C8,,0.02007,0.10409,0.02966,137,137,137,1,0.066,0.2899,0,174.24,3.497,18.137,,11.500,50.512,
66510,L2_HERE12   132.00,601414,G1_MURE1A   132.00,C8,,0.01639,0.08739,0.02521,137,137,137,1,0.05896,0.26308,0,174.24,2.856,15.227,,10.273,45.839,
66511,L2_HERE13   132.00,69610,L2_WORC11   132.00,C4,,0.01932,0.08274,0.02031,137,137,137,1,0.06055,0.23389,0,174.24,3.366,14.417,,10.550,40.753,
66511,L2_HERE13   132.00,70598,L2_TERM142  132.00,C4,,0.02255,0.09548,0.03904,137,137,137,1,0.07372,0.26754,0,174.24,3.929,16.636,,12.845,46.616,
